trade_date,total_news,avg_tone,positive_ratio,news_ma_5,news_std_5,news_zscore_5,news_ma_10,news_std_10,news_zscore_10,news_ma_20,news_std_20,news_zscore_20,news_daily_change,news_weekly_change,tone_ma_3,tone_volatility_3,tone_ma_5,tone_volatility_5,tone_ma_10,tone_volatility_10,tone_change,tone_momentum,pos_ratio_ma_5,pos_ratio_ma_10,pos_ratio_ma_20,pos_ratio_change,pos_ratio_acc,weighted_tone,quality_tone,combined_sentiment
2013/4/22,1404,1.93,0.886,980.8,247.4160464,1.710479196,1083.2,315.741385,1.016021387,1220.7,274.9246978,0.666728022,0.547960309,0.655660377,2.123333333,3.017548674,2.138,2.485767487,2.181,2.51382577,-0.38,-0.042,0.90282,0.88502,0.885335,-0.021210782,-0.017907545,13.98823968,1.70998,0.590003572
2013/4/23,1736,1.98,0.8911,1133,418.1291666,1.442138095,1077.2,300.9129811,2.189337255,1241.9,297.7368849,1.659518941,0.236467236,0.780512821,2.073333333,3.277743126,2.08,2.365248401,2.129,1.960642752,0.05,-0.0925,0.89868,0.88538,0.88633,0.005756208,0.02696699,14.77063124,1.764378,0.667740353
2013/4/24,1542,2.12,0.9209,1274.6,411.3864363,0.649997123,1128.2,333.8202444,1.239589291,1251.15,304.3023557,0.955792798,-0.111751152,0.848920863,2.01,1.563457706,2.094,2.361516462,2.123,1.939969072,0.14,-0.0955,0.90228,0.89133,0.89096,0.033441813,0.027685606,15.56394577,1.952308,0.704770766
2013/4/25,1750,2,0.8874,1467.8,344.8335831,0.818365768,1178.3,387.279127,1.476196263,1268.8,322.8774576,1.490348702,0.134889754,1.232142857,2.033333333,1.201998336,2.068,2.416369177,2.113,2.035750476,-0.12,-0.1125,0.89812,0.89616,0.88873,-0.036377457,-0.06981927,14.93588466,1.7748,0.669596821
2013/4/26,1359,1.89,0.794,1558.2,181.742125,-1.096058495,1213.9,385.7337741,0.376166179,1284.55,318.9940562,0.233389929,-0.223428571,0.498346196,2.003333333,1.826143477,1.984,1.386636218,2.078,2.177631741,-0.11,-0.1965,0.87588,0.89002,0.88269,-0.105251296,-0.068873839,13.63680356,1.50066,0.44668311
2013/5/2,894,1.96,0.877,822.4,230.9854974,0.309976171,1098,479.7323328,-0.425237129,1090.6,395.3424099,-0.497290438,0.358662614,0.858627859,2.056666667,3.223476384,2.006,2.533961326,2.018,2.058659758,0.04,-0.0935,0.8589,0.87089,0.877955,0.010601521,0.073047502,13.32177449,1.71892,0.492608034
2013/5/3,1121,2.02,0.9144,940.8,191.3130942,0.941911482,1036.5,425.1732327,0.198742521,1056.85,359.1049216,0.178638599,0.253914989,1.119092628,1.966666667,0.798999374,2.022,2.465408688,2.022,2.047749985,0.06,-0.0535,0.88526,0.87322,0.8793,0.042645382,0.032043861,14.18619353,1.847088,0.598056405
2013/5/6,1655,2.32,0.887,1016.2,411.6827662,1.551680207,878,358.957441,2.164602015,1045.95,401.5046011,1.516919104,0.913294798,1.515197568,2.136666667,2.521666116,2.078,2.21789089,2.062,2.343604062,0.27,0.008,0.87964,0.87367,0.881845,-0.027518912,-0.156774824,17.19621198,2.05784,0.722741193
2013/5/7,1605,2.3,0.8822,1158.4,476.5971045,0.937059826,990.4,395.0016034,1.555943051,1083.8,417.2348323,1.249176626,-0.03021148,0.795302013,2.223333333,2.388221095,2.146,2.385405626,2.076,2.598984417,-0.02,0.066,0.88068,0.86979,0.88132,-0.005411499,0.022107413,16.97745436,2.02906,0.702737184
2013/5/8,1477,2.07,0.7454,1229.6,495.8173051,0.498974113,1085.2,385.609993,1.016052507,1108.9,425.3655889,0.865373245,-0.079750779,0.317573595,2.23,2.205357114,2.156,2.241062248,2.089,2.488075562,-0.23,0.086,0.84688,0.86607,0.873,-0.155066878,-0.149655379,15.10778136,1.542978,0.440934858
2013/5/9,1215,2.2,0.8379,1363.4,326.6233305,-0.454345989,1095,387.7473404,0.309479879,1127.95,420.9144775,0.206811608,-0.177386594,1.225274725,2.19,1.830737556,2.188,1.993499436,2.117,2.348676223,0.13,0.1105,0.85292,0.86571,0.86975,0.124094446,0.279161324,15.62730854,1.84338,0.549666475
2013/5/10,1046,2.2,0.8528,1399.6,261.0168577,-1.354701773,1108.2,383.1201726,-0.162351148,1141.05,413.6609946,-0.229777526,-0.13909465,0.209248555,2.156666667,1.191469681,2.218,1.581088233,2.108,2.201926429,0,0.137,0.84106,0.85843,0.86698,0.017782552,-0.106311894,15.29810526,1.87616,0.53975985
2013/5/13,1075,2.42,0.9014,897.4,301.0702576,0.589895533,1063.5,424.5002945,0.027090676,1050,413.7377761,0.060424746,0.936936937,-0.272173324,2.263333333,4.307621153,2.238,3.095325508,2.197,2.63838587,0,0.1285,0.8871,0.86699,0.870105,-0.068416701,-0.173235153,16.89403389,2.181388,0.660390762
2013/5/14,1131,2.22,0.8798,880.6,280.5624708,0.892492853,1122,383.5987487,0.023462016,1029.45,397.9189914,0.255202698,0.052093023,-0.069135802,2.353333333,1.833030278,2.242,3.08308936,2.215,2.488975693,-0.2,0.1275,0.89548,0.8742,0.86805,-0.023962725,0.044453976,15.61046559,1.953156,0.596552207
2013/5/15,1323,1.99,0.8677,936,342.0073099,1.131554762,1167.8,376.7857629,0.41190516,1008.1,367.517547,0.856829837,0.169761273,0.264818356,2.21,3.415786879,2.2,3.583210851,2.209,2.615362308,-0.23,0.086,0.89846,0.86976,0.867065,-0.013753126,0.010209599,14.30494135,1.726723,0.563574141
2013/5/16,1061,2.12,0.8567,1029,284.8929624,0.112322887,1108.4,336.0665278,-0.141043502,993.2,358.4719911,0.189136116,-0.198034769,0.780201342,2.11,1.830737556,2.234,2.990143809,2.189,2.570003891,0.13,0.1085,0.89464,0.86673,0.8702,-0.012677193,0.001075933,14.77196751,1.816204,0.530121349
2013/5/17,867,1.92,0.8178,1091.4,163.3670713,-1.373593822,1034.6,293.1939821,-0.571635198,1012.5,339.3235531,-0.428794284,-0.182846371,0.562162162,2.01,1.61108659,2.134,3.134160175,2.151,2.807440115,-0.2,0.0205,0.86468,0.86029,0.86504,-0.045406794,-0.032729601,12.99108809,1.570176,0.39758226
2013/5/20,1944,2.5,0.9393,1144.6,460.4729091,1.736041327,1040.3,397.8835815,2.271267381,1074.25,381.7469367,2.278341792,0.858508604,0.469387755,2.16,5.741219383,2.104,4.384354,2.152,3.859388553,0.3,-0.026,0.8722,0.88533,0.87188,0.012940796,-0.118050788,18.93254314,2.34825,0.886340727
2013/5/21,1771,2.24,0.8374,1286.6,532.1440594,0.910279823,1157.8,424.6906848,1.443874382,1129.9,398.6253881,1.608276892,-0.08899177,0.669180019,2.313333333,2.585807417,2.128,4.493355094,2.181,3.705903399,-0.26,-0.018,0.86834,0.88149,0.87036,-0.108485042,-0.121425838,16.75489565,1.875776,0.657759918
2013/5/22,1884,2.65,0.8816,1490,525.9928707,0.749059582,1290.7,423.0358666,1.402481555,1179.4,428.1634464,1.645633241,0.063805759,1.173010381,2.463333333,3.293083661,2.274,5.283612401,2.204,4.25970891,0.41,0.0935,0.8811,0.87289,0.87059,0.052782422,0.161267464,19.98546021,2.33624,0.829463322
2013/5/23,1487,2.63,0.8184,1626.4,368.9285839,-0.377850907,1331.9,419.7442211,0.369510745,1197.7,433.3264358,0.667626011,-0.210721868,0.847204969,2.506666667,3.669495878,2.444,3.379816563,2.225,4.668682898,-0.02,0.233,0.8808,0.86459,0.86579,-0.07168784,-0.124470262,19.21264501,2.152392,0.66686258
2013/5/24,1234,2.99,0.906,1664,297.6902753,-1.444454306,1342.2,415.5090051,-0.260403502,1232.1,405.2680594,0.004688255,-0.170141224,0.179732314,2.756666667,3.211728507,2.602,4.311616866,2.302,6.043350064,0.36,0.3435,0.87654,0.86721,0.870705,0.107038123,0.178725963,21.28529048,2.70894,0.821345595
2013/5/27,1482,2.04,0.857,1119.8,415.3338416,0.872069559,1304.9,487.5452002,0.363248372,1169.75,415.3804692,0.751720466,0.715277778,-0.213375796,2.236666667,3.99184168,2.466,6.074566651,2.37,5.602499442,-0.11,0.2055,0.82986,0.85548,0.857885,-0.021912805,-0.288646939,14.89571758,1.74828,0.588510841
2013/5/28,1597,2.21,0.8704,1141.8,441.7218582,1.030512735,1384.1,460.9168279,0.461905461,1175.75,420.8823907,1.000873425,0.077597841,0.073974445,2.133333333,1.368648969,2.382,6.0919652,2.413,4.673358535,0.17,0.1145,0.84026,0.86053,0.864135,0.015635939,0.037548745,16.30208296,1.923584,0.665185114
2013/5/29,1377,1.81,0.8184,1170.4,453.6521795,0.455414984,1417.2,445.5685008,-0.090221818,1183.85,423.2298461,0.456371406,-0.137758297,0.115883306,2.02,3.186785214,2.146,4.109934306,2.374,5.506824856,-0.4,-0.102,0.82274,0.84964,0.86316,-0.059742647,-0.075378586,13.0833831,1.481304,0.465745952
2013/5/30,1378,1.84,0.8476,1339.6,280.8919721,0.13670736,1360.6,405.3481905,0.042926058,1200.45,424.0485914,0.418702016,0.000726216,1.590225564,1.953333333,3.536608545,2.01,2.855205772,2.308,6.053534505,0.03,-0.22,0.85392,0.84047,0.8629,0.035679374,0.095422021,13.30156954,1.559584,0.512674142
2013/5/31,1351,1.84,0.8046,1437,102.5938595,-0.838256797,1318.6,379.0028437,0.085487485,1238.2,400.3505832,0.281753055,-0.019593614,0.563657407,1.83,0.274954542,1.948,2.743581601,2.268,6.496189652,0,-0.2765,0.8396,0.83719,0.85934,-0.050731477,-0.086410852,13.26518607,1.480464,0.448749439
2013/6/3,1520,1.94,0.8908,1284.6,200.2593319,1.175475808,1227.5,336.0258753,0.87046868,1284.85,372.4619762,0.631339613,0.299145299,0.103848947,2.08,2.14746362,1.984,2.580767328,2.065,3.507791328,-0.15,-0.1995,0.87224,0.84749,0.85735,0.002137473,0.045611056,14.21461919,1.728152,0.619658744
2013/6/4,1669,1.97,0.8346,1342.8,265.7624879,1.227411748,1341.2,257.7995776,1.2715304,1302.15,382.2344658,0.959751233,0.098026316,0.211175617,2,1.26,2.01,2.270110129,2.01,2.431789465,0.03,-0.1725,0.86964,0.86178,0.855695,-0.063089358,-0.065226831,14.61854044,1.644162,0.575868816
2013/6/5,1782,2.15,0.8939,1429,330.9818726,1.066523666,1433,231.0502591,1.51049387,1338.2,392.1647881,1.131667129,0.067705213,0.319022946,2.02,1.802997504,2.072,1.832113534,2.01,2.431789465,0.18,-0.112,0.8875,0.86355,0.857555,0.071052001,0.134141359,16.09501313,1.921885,0.717450838
2013/6/6,1712,2.36,0.948,1570.6,243.6222486,0.58040676,1456,247.3432163,1.034999075,1380.45,384.1646406,0.863041428,-0.039281706,0.705179283,2.16,3.09858032,2.102,2.66436484,2.042,3.005275362,0.21,-0.104,0.89124,0.87265,0.864065,0.060521311,-0.01053069,17.57256354,2.23728,0.825631873
2013/6/7,1864,2.11,0.9174,1709.4,129.1154522,1.197377985,1482.7,276.8999218,1.377031808,1433.4,373.5090219,1.152850332,0.088785047,0.593162393,2.206666667,2.131759836,2.106,2.662472535,2.032,2.888404404,-0.25,-0.1165,0.89694,0.87735,0.86894,-0.032278481,-0.092799792,15.89044446,1.935714,0.755626632
2013/6/13,4184,2.44,0.9704,1764.4,1363.84211,1.774105656,1726.8,916.9697438,2.679695831,1477.15,719.2914844,3.763217081,3.47486631,1.948555321,2.37,1.788966182,2.352,1.417194412,2.263,2.385346935,0.01,0.188,0.91476,0.90782,0.877655,0.011465499,-0.078885677,20.34779924,2.367776,1.318408178
2013/6/14,3110,2.52,0.9569,2155.6,1424.177412,0.670141228,1870.9,1014.87574,1.22093765,1606.05,770.1951547,1.952686914,-0.256692161,1.694974003,2.463333333,0.783070878,2.382,1.866183271,2.318,2.070864554,0.08,0.218,0.92764,0.92005,0.890915,-0.013911789,-0.025377288,20.26760273,2.411388,1.124516254
2013/6/17,4173,2.43,0.9617,3125.6,1051.260339,0.996327895,2168.5,1236.349937,1.621304729,1825.6,940.2888918,2.496466799,0.916858062,3.463101604,2.426666667,0.557494395,2.448,0.75633326,2.384,1.441776682,-0.03,0.24,0.9566,0.92969,0.90352,0.007543216,-0.008422723,20.25801111,2.336931,1.302267799
2013/6/18,3126,2.5,0.9498,2914,876.9991448,0.241733417,2339.2,1239.207704,0.634921811,1913.05,976.9870158,1.241521106,-0.250898634,-0.252868069,2.463333333,0.557494395,2.46,0.832466216,2.406,1.420253498,0.07,0.2175,0.95248,0.93362,0.91009,-0.012373921,-0.019917138,20.11957339,2.3745,1.113215285
2013/6/19,3380,2.68,0.9346,2968,900.0930507,0.457730453,2561.8,1202.025125,0.680684607,2013.15,1020.857033,1.338924018,0.081253999,0.08681672,2.536666667,2.047339737,2.492,1.78685198,2.437,1.952915769,0.18,0.2075,0.94802,0.93783,0.91444,-0.016003369,-0.003629448,21.77748383,2.504728,1.177795035
2013/6/20,3601,2.61,0.92,3291.4,733.1720808,0.422274672,2779.4,1169.895741,0.702284803,2125.65,1066.981294,1.38273277,0.065384615,0.815020161,2.596666667,1.440416606,2.536,1.674741771,2.47,1.912276131,-0.07,0.213,0.94412,0.94267,0.92021,-0.015621656,0.000381713,21.37392821,2.4012,1.181979441
2013/6/21,3654,2.62,0.9592,3586.8,388.4104787,0.17301284,3032.4,1038.288677,0.598677433,2258.15,1084.754703,1.286788613,0.014718134,0.678456592,2.636666667,0.600999168,2.568,1.600887254,2.508,1.549606402,0.01,0.2245,0.94506,0.9506,0.921705,0.042608696,0.058230352,21.4940906,2.513104,1.24756856
2013/6/24,4750,2.38,0.9697,3528.6,967.7328144,1.262125229,3248.3,929.2995032,1.615948351,2559.6,1181.619914,1.853726375,0.318711827,0.405325444,2.343333333,2.511652842,2.452,2.955814609,2.472,2.326817569,0.21,0.057,0.9518,0.94991,0.93498,0.010946622,0.002218049,20.14934275,2.307886,1.405908945
2013/6/25,3782,2.19,0.9334,3564.8,974.4799639,0.222888113,3428.1,825.6632956,0.428625085,2659.6,1196.879425,0.93777199,-0.203789474,0.050263816,2.246666667,1.839891301,2.368,3.044017083,2.452,2.709332021,-0.19,-0.029,0.95448,0.9493,0.936955,-0.037434258,-0.04838088,18.04181705,2.044146,1.140036128
2013/6/26,3039,2.41,0.978,3441.8,998.9130092,-0.403238316,3514.3,718.5882842,-0.661435777,2725.95,1178.219865,0.265697438,-0.196456901,-0.168308703,2.326666667,1.893884896,2.326,2.195622918,2.447,2.716814311,0.22,-0.0735,0.95824,0.95165,0.938455,0.047782301,0.085216559,19.32726683,2.35698,1.116414427
2013/6/27,5210,2.41,0.9432,4076.6,884.1254436,1.281944783,3618,880.7382005,1.8075746,2893.25,1282.341603,1.806655882,0.71437973,1.558939096,2.336666667,2.016333306,2.312,1.925990654,2.445,2.722168253,0,-0.1025,0.9567,0.9498,0.939745,-0.035582822,-0.083365123,20.6260502,2.273112,1.458818209
2013/6/28,3995,2.41,0.9437,4155.2,848.1206872,-0.188888212,3704.9,869.6006044,0.333601424,3022.05,1255.561333,0.774912364,-0.233205374,0.109106052,2.41,0,2.36,1.522629305,2.436,2.708711871,0,-0.061,0.9536,0.94919,0.941405,0.00053011,0.036112932,19.98624843,2.274317,1.241123691
2013/7/1,3109,2.58,0.9801,3781.4,1043.866035,-0.644143958,3611.6,979.6969146,-0.513015804,3322,1026.440144,-0.207513318,-0.245021855,0.023033893,2.603333333,0.330454233,2.526,1.697162338,2.426,2.494538033,-0.03,0.059,0.9539,0.95607,0.953335,0.029300567,0.027301198,20.74933525,2.528658,1.169476985
2013/7/2,5270,2.43,0.9298,3793.4,1064.534781,1.387084787,3935,934.5322062,1.428522197,3538.75,950.77065,1.820891295,0.695078803,0.011516315,2.54,1.530882099,2.53,1.61499226,2.421,2.476796318,-0.15,0.063,0.95122,0.95396,0.951855,-0.051321294,-0.080621861,20.82504017,2.259414,1.45561712
2013/7/3,4559,2.46,0.939,3906.2,1119.689555,0.583018746,4030.7,945.5777834,0.55870602,3557.5,967.7119787,1.03491537,-0.134914611,0.141176471,2.49,1.26,2.54,1.40648498,2.45,2.043917807,0.03,0.072,0.95028,0.95194,0.950285,0.009894601,0.061215895,20.72569164,2.30994,1.347096765
2013/7/4,4417,2.6,0.9491,4294.6,786.3092903,0.155663937,3997.4,923.0265676,0.454591465,3622.85,979.9552769,0.810394126,-0.031147181,0.784646465,2.496666667,1.440416606,2.536,1.340432766,2.472,2.129525769,0.14,0.064,0.95004,0.94988,0.949895,0.010756124,0.000861523,21.8229502,2.46766,1.366410423
2013/7/5,4215,2.79,0.9563,4314,782.0479525,-0.126590703,4040.7,921.9548133,0.189054819,3734.4,907.9148696,0.529344783,-0.045732398,0.023555124,2.616666667,2.629296484,2.572,2.260097343,2.532,2.032653438,0.19,0.08,0.95086,0.95217,0.950735,0.007586134,-0.003169989,23.28713143,2.668077,1.382013555
2013/7/8,4605,2.43,0.9529,3812.4,834.4374153,0.94986153,3859.3,932.2587922,0.799885189,3782.1,880.9982914,0.934054025,0.544265594,0.010089932,2.623333333,6.883632762,2.652,5.021716838,2.596,3.600711041,0.11,0.136,0.94784,0.94906,0.949125,-0.00125773,-0.030713923,20.49732965,2.315547,1.36782541
2013/7/9,4356,2.41,0.958,3800.2,823.7655613,0.674706526,4047.4,802.6737541,0.384465044,3830.9,884.5769075,0.593617124,-0.054071661,-0.013810278,2.386666667,0.930161276,2.614,5.3180786,2.575,3.714054388,-0.02,0.1115,0.94962,0.94983,0.950295,0.005352083,0.006609813,20.19468905,2.30878,1.325653831
2013/7/10,4631,2.67,0.9555,3883.4,894.1360635,0.836114357,4098.7,823.8024372,0.646150067,3882.4,900.3306644,0.831472291,0.063131313,0.098695136,2.503333333,2.296780355,2.59,5.132893921,2.581,3.741994121,0.26,0.0845,0.94946,0.95016,0.95207,-0.002609603,-0.007961686,22.53678653,2.551185,1.429147098
2013/7/11,4297,2.72,0.9714,4174.2,682.5918986,0.179902516,4217.5,747.331289,0.106378525,3914.55,903.2212805,0.423428907,-0.072122652,0.511431586,2.6,2.642044663,2.51,2.774635111,2.595,3.806389365,0.05,-0.0005,0.95838,0.94929,0.95268,0.016640502,0.019250106,22.75526181,2.642208,1.402015154
2013/7/12,4283,2.51,0.9535,4434.4,170.0758654,-0.890190972,4118.8,651.9759368,0.251849786,4026.9,789.8940569,0.324220695,-0.003258087,0.436284373,2.633333333,1.741378764,2.548,2.22922408,2.603,3.729702401,-0.21,0.036,0.95826,0.95166,0.95281,-0.018427013,-0.035067515,20.9902325,2.393285,1.328466344
2013/7/15,4152,2.5,0.9675,3352.4,1229.467893,0.650362652,3617.9,1051.410951,0.507984056,3829.3,986.5674197,0.327093713,0.88384755,-0.103433384,2.52,1.454922678,2.558,1.769135382,2.574,3.629369091,-0.12,0.005,0.95724,0.95335,0.95276,0.021755201,0.021755201,20.82896561,2.41875,1.321941839
2013/7/16,3943,2.58,0.9617,3281.6,1170.23942,0.56518349,3727.9,1018.354059,0.211223197,3874.5,969.0060833,0.070690991,-0.050337187,-0.082383058,2.566666667,0.969948452,2.53,1.122497216,2.52,2.002398562,0.08,-0.0315,0.9553,0.95684,0.951945,-0.005994832,-0.027750033,21.36227285,2.481186,1.294101063
2013/7/17,4176,2.39,0.9229,3260.2,1148.118112,0.797653125,3847.3,990.8059626,0.331750123,3822.8,920.3651221,0.38376074,0.059092062,-0.024982489,2.49,1.514331536,2.506,1.51266652,2.527,1.83004918,-0.19,-0.0545,0.94918,0.95372,0.95093,-0.040345222,-0.03435039,19.92626307,2.205731,1.240658911
2013/7/18,3763,2.52,0.9442,3647.6,824.3459832,0.139989764,3763.1,954.3682553,-0.000104781,3811.2,919.5421973,-0.052417388,-0.098898467,1.060788609,2.496666667,1.54181711,2.522,1.394790307,2.536,1.750519923,0.13,-0.044,0.94864,0.95285,0.950955,0.023079424,0.063424646,20.7477585,2.379384,1.22443824
2013/7/19,3729,2.55,0.9646,3952.6,209.5860205,-1.066865049,3700.4,931.408038,0.030706198,3873.9,864.7573374,-0.167561458,-0.009035344,0.691923775,2.486666667,1.350111107,2.508,1.152406178,2.55,1.603246706,0.03,-0.0545,0.95218,0.95351,0.95167,0.021605592,-0.001473832,20.97161696,2.45973,1.252986499
2013/7/22,3832,2.42,0.9645,3107.4,919.0899303,0.788388575,3183.8,983.755593,0.658903497,3651.3,943.3075683,0.191560002,0.713008494,-0.082375479,2.326666667,2.296780355,2.41,2.438688172,2.458,2.074916866,0.02,-0.1205,0.96024,0.95471,0.953185,-0.021904472,-0.06894206,19.96839542,2.33409,1.242612222
2013/7/23,2974,2.47,0.9486,2949.6,842.968742,0.02894532,3298.6,867.8569006,-0.374024796,3572.05,929.5148409,-0.643400163,-0.223903967,-0.209673133,2.43,0.572363521,2.4,2.319525814,2.461,2.073094306,0.05,-0.131,0.96112,0.95488,0.953665,-0.016485226,0.005419247,19.75505832,2.343042,1.077612037
2013/7/24,3519,2.46,0.9537,2907.6,798.4856292,0.765699441,3430.1,778.6087949,0.114178006,3527.15,907.9912053,-0.008975858,0.183254876,-0.056315366,2.45,0.42,2.382,2.021741823,2.445,1.875686541,-0.01,-0.142,0.95894,0.95556,0.953895,0.005376344,0.02186157,20.08889202,2.346102,1.180363784
2013/7/25,3740,2.57,0.9471,3260.4,662.0024924,0.724468571,3388.9,746.3994239,0.470391574,3503.4,895.1741612,0.26430611,0.062801932,0.892712551,2.5,0.965608616,2.464,1.044586042,2.452,1.963995927,0.11,-0.049,0.96,0.95352,0.953435,-0.006920415,-0.012296759,21.14366816,2.434047,1.235345833
2013/7/26,3408,2.44,0.9334,3494.6,336.5929292,-0.257284074,3335.4,721.011974,0.100691809,3531.65,882.0553315,-0.140183949,-0.088770053,0.523468932,2.49,1.111215551,2.472,0.921542186,2.438,1.829666636,-0.13,-0.007,0.94946,0.95069,0.953765,-0.01446521,-0.007544794,19.84738522,2.277496,1.128102454
2013/7/29,3470,2.32,0.9222,2946.8,821.0661971,0.637220241,2927.2,763.8177211,0.710640752,3313.8,919.0280106,0.169962175,0.705159705,-0.01392441,2.413333333,2.566242389,2.45,2.111965909,2.416,2.030448226,0,-0.033,0.93536,0.94715,0.95033,-0.011787398,-0.003603744,18.9130994,2.139504,1.097321695
2013/7/30,3275,2.39,0.9518,2853.8,730.0518475,0.576945324,3057.1,691.0700961,0.315308101,3246,865.1799326,0.033519039,-0.056195965,-0.124331551,2.343333333,0.641560597,2.414,1.836235279,2.439,1.469190253,0.07,-0.055,0.9363,0.94815,0.950145,0.032097159,0.043884557,19.34556448,2.274802,1.118416907
2013/7/31,3034,2.55,0.9305,2779,676.2510628,0.37707889,3136.8,629.1660795,-0.163390881,3182.85,829.7994225,-0.179380698,-0.073587786,-0.109741784,2.42,1.871576875,2.436,2.083737028,2.454,1.548521876,0.16,-0.0245,0.93572,0.94259,0.9481,-0.022378651,-0.05447581,20.44581509,2.372775,1.081223446
2013/8/1,3110,2.61,0.9643,2984.8,556.7429389,0.224879368,3064.6,580.0322213,0.078271514,3124.2,788.3679077,-0.018011895,0.02504944,0.494473811,2.516666667,1.805325455,2.438,2.133925959,2.473,1.716356606,0.06,-0.0275,0.9404,0.94257,0.94864,0.036324557,0.058703208,20.99144569,2.516823,1.154585867
2013/8/2,2793,2.57,0.9749,3136.4,254.7573355,-1.34794941,3046.5,585.9672441,-0.432618039,3172.55,732.2126147,-0.518360367,-0.10192926,0.372481572,2.576666667,0.484974226,2.488,1.996657206,2.483,1.783558241,-0.04,0.016,0.94874,0.9452,0.95004,0.01099243,-0.025332127,20.39353992,2.505493,1.103324753
2013/8/5,3113,2.57,0.9454,2609.6,579.9196496,0.86805129,2694.3,600.5765841,0.697163378,3014.85,724.7504307,0.135425928,0.387873384,0.026038233,2.58,1.830737556,2.584,1.316723206,2.51,2.057571384,0.1,0.11,0.96162,0.94867,0.94968,-0.010984413,0.001107361,20.67221482,2.429678,1.12031485
2013/8/6,3575,2.4,0.9631,2702.6,704.1979835,1.238856146,2843.7,616.6686577,1.185888063,2984.8,685.4671553,0.861018643,0.148409894,0.149517685,2.48,1.356318547,2.542,1.80788274,2.49,2.057571384,-0.17,0.0675,0.96138,0.95089,0.95169,0.018722234,0.029706647,19.63680033,2.31144,1.190073285
2013/8/7,3331,2.61,0.9703,2810.2,760.3296653,0.68496604,2973.3,561.5480686,0.636989102,2963.2,666.1897628,0.552094944,-0.068251748,0.192624418,2.526666667,1.770084744,2.55,1.868207697,2.519,1.895288896,0.21,0.071,0.96046,0.9546,0.952995,0.007475859,-0.011246375,21.17056609,2.532483,1.20255049
2013/8/8,2798,2.42,0.9571,3012,516.2576876,-0.414521672,2906.1,535.0894941,-0.202022281,2916.65,641.9489466,-0.184827782,-0.160012008,0.564002236,2.476666667,1.839891301,2.494,1.466137783,2.529,1.65218643,-0.19,0.0215,0.95836,0.95809,0.95262,-0.01360404,-0.021079899,19.20758232,2.316182,1.046597518
2013/8/9,2495,2.36,0.9503,3062.4,426.9997658,-1.328806349,2828.1,532.1823935,-0.625913228,2942.6,611.7003394,-0.731730835,-0.108291637,0.112349532,2.463333333,2.071810802,2.472,1.758419745,2.526,1.727981481,-0.06,-0.0105,0.95724,0.95794,0.953045,-0.007104796,0.006499244,18.46096956,2.242708,0.969526206
2013/8/12,3098,2.34,0.9425,2484,489.6207716,1.254031764,2647.1,626.9267988,0.719222724,2846.8,625.1380984,0.401831212,0.434259259,-0.069948964,2.356666667,2.155272605,2.37,1.587450787,2.46,2.222431101,-0.16,-0.1015,0.95206,0.95626,0.95073,-0.011225346,-0.007046491,18.81087333,2.20545,1.062769679
2013/8/13,3381,2.38,0.9494,2600.6,631.852277,1.235098817,2806.3,585.5825305,0.981415889,2839.9,618.0495552,0.87549614,0.091349258,0.208363117,2.406666667,1.321816931,2.362,1.532527324,2.428,1.794123742,0.04,-0.1055,0.95052,0.95444,0.950515,0.007320955,0.018546301,19.34040962,2.259572,1.131960551
2013/8/14,3083,2.38,0.9582,2718.2,661.3166413,0.551626826,2890.3,555.263511,0.347042433,2807.05,584.2248553,0.472335262,-0.088139604,0.235671343,2.366666667,0.366606056,2.366,1.537452438,2.419,1.792015625,0,-0.092,0.9521,0.95467,0.95107,0.009269012,0.001948057,19.12087891,2.280516,1.090487803
2013/8/15,897,2.59,0.9799,2523.8,1019.317272,-1.59597021,2668.7,830.4912937,-2.133315561,2681.5,705.5027696,-2.529401835,-0.709049627,-0.520064205,2.45,1.924681792,2.438,1.651254069,2.421,1.841336471,0.21,-0.0275,0.95664,0.95812,0.953395,0.022646629,0.013377617,17.61244048,2.537941,0.773833799
2013/8/16,2971,2.72,0.9492,2686,1011.449949,0.281773705,2608.3,777.5292849,0.466477607,2726,693.6005979,0.353229223,2.312151616,0.375462963,2.563333333,2.72345369,2.482,2.623859752,2.453,2.365307591,0.13,0.0105,0.95584,0.95673,0.95381,-0.031329728,-0.053976357,21.7518139,2.581824,1.133185336
2013/8/19,3862,2.51,0.9508,2268.2,1177.02791,1.354088537,2493.2,930.7814877,1.470592205,2660.65,757.6605458,1.585604538,0.820839227,0.252675965,2.52,2.781438477,2.574,2.403821957,2.47,2.578216438,0.16,0.076,0.9566,0.95435,0.956145,0.009341826,0.029214888,20.7305904,2.386508,1.249087582
2013/8/20,3869,2.74,0.9509,2862.6,1055.62697,0.953367078,2693.2,994.4505797,1.18236142,2702.4,801.0781813,1.456287323,0.001812532,3.313266444,2.533333333,3.112105397,2.604,2.686030528,2.521,2.519388815,0.23,0.0965,0.9508,0.95372,0.957165,0.000105175,-0.009236651,22.63516681,2.605466,1.301348316
2013/8/21,4054,2.7,0.9551,3079.2,1186.433605,0.821622041,2882.6,1059.829043,1.105272598,2749.6,852.5172262,1.530057059,0.047815973,0.364523729,2.65,1.950692185,2.6,2.634881402,2.541,2.668355299,-0.04,0.088,0.95198,0.95391,0.956705,0.004416868,0.004311694,22.43080611,2.57877,1.331523486
